Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Duration_missing
Crackers,2011,,Animation,,,Anil Goyal,Nikhil Dwivedi,Anil Goyal,Siraj Mustafa Khan,True
Crazy Cukkad Family,2015,,Comedy,5.1,46.0,Ritesh Menon,Swanand Kirkire,Shilpa Shukla,Kushal Punjabi,True
Crazy Mad Lover,2011,163.0,"Action, Comedy, Drama",5.6,4059.0,Samir Karnik,Nafisa Ali,Yugesh Anil,Madhuri Bhattacharya,False
Crazzy lamhen,2020,,Comedy,,,Dinesh Giri,Shalini Pandey,Shirin Parvin,,True
Crd,2016,108.0,"Drama, Romance",6.2,119.0,Kranti Kanad�,Mrinmayee Godbole,Isha Keskar,Abhay Mahajan,False
Creature,2014,134.0,"Action, Horror, Sci-Fi",3.1,1308.0,Vikram Bhatt,Bipasha Basu,Imran Abbas,Mukul Dev,False
Crime Branch,1989,99.0,,,,K.S. Gopalakrishnan,Bahadur,P.C. George,James,False
Crime Time,2000,,Thriller,,,Sajan,Pratibha,Shakeela,,True
Criminal,1994,123.0,"Action, Romance, Thriller",5.7,450.0,Mahesh Bhatt,Nagarjuna Akkineni,Manisha Koirala,Ramya Krishnan,False
Crook: It's Good to Be Bad,2010,121.0,"Action, Drama, Thriller",5.1,1965.0,Mohit Suri,Emraan Hashmi,Neha Sharma,Arjan Bajwa,False
Crossing the river of life,2018,55.0,Documentary,,,Mallika Sothinathan,,,,False
Cryptic Road,2016,84.0,"Mystery, Sci-Fi, Thriller",7.3,23.0,Moosa Saleem,Hardik Kapadia,Vijay Ashok Sharma,Aastha Gautam,False
Current,1992,119.0,Drama,6.9,54.0,K. Hariharan,Om Puri,Deepti Naval,Shreeram Lagoo,False
"Cut-Copy-Paste, An Indian Startup Story",2019,61.0,Documentary,,,Vivek Rai,,,,False
Cutting Chai,2011,107.0,Comedy,,,Flavin Luicien,Sabrina Schaumburg,,,False
Cycle Kick,2011,86.0,"Drama, Sport",6.1,100.0,Shashi Sudigala,Nishan Nanaiah,Sunny Hinduja,Girija Oak,False
Cyclewali,1937,,Action,,,A.M. Khan,Romila,Benjamin,Master Shiraz,True
Cyclotron,2020,60.0,Documentary,,,Jahnavi Phalkey,S.R. Bahadur,Bivash Ranjan Behera,Pritam Chand,False
Cypher,2019,130.0,"Biography, Family",8.3,29.0,Sagar Pathak,Kirti Adarkar,Aarya Adhav,Arun Bali,False
D,2005,107.0,"Crime, Drama, Thriller",6.8,1188.0,Vishram Sawant,Randeep Hooda,Chunky Panday,Rukhsar Rehman,False
D Company,2021,91.0,"Action, Crime, Thriller",4.4,218.0,Ram Gopal Varma,Sandeep Bose,Abhilash Chaudhary,Pranay Dixit,False
D on Dance,2019,120.0,Drama,,,Datta Mirkute,Digvijay Gawande,Sidharth Hiwrale,Anuha More,False
Daadagiri,1997,138.0,"Drama, Action, Comedy",4.6,30.0,Arshad Khan,Ayub Khan,Ritu Parna,Simran,False
Daadi Maa,1966,171.0,"Action, Comedy, Drama",6.2,20.0,L.V. Prasad,Ashok Kumar,Bina Rai,Dilip Raj,False
Daaera,1953,139.0,Drama,6.5,32.0,Kamal Amrohi,Meena Kumari,Nasir Khan,M. Kumar,False
Daag,1952,149.0,"Drama, Romance",7.0,159.0,Amiya Chakrabarty,Dilip Kumar,Nimmi,Usha Kiran,False
Daag - Shades of Love,2004,,Comedy,,,Hriday Shetty,Tinnu Anand,Tanaaz Currim Irani,Gulshan Grover,True
Daag: A Poem of Love,1973,146.0,"Drama, Music, Romance",7.0,438.0,Yash Chopra,Rajesh Khanna,Sharmila Tagore,Rakhee Gulzar,False
Daag: The Burning Fire,2002,,Action,7.0,25.0,Aarthi Agarwal,Mahesh Babu,,,True
Daag: The Fire,1999,152.0,"Action, Drama, Thriller",4.8,670.0,Raj Kanwar,Sanjay Dutt,Chandrachur Singh,Mahima Chaudhry,False
Daak Bangla,2000,90.0,Horror,,,R. Mittal,Prithvi,Sadhana,Vijay Solanki,False
Daak Ghar,2017,,Drama,,,Nagesh Kukunoor,Krish Chhabria,Hetal Gada,Saurabh Goyal,True
Daaka,1959,,"Action, Crime, Mystery",,,Nanabhai Bhatt,Ashok Kumar,Nirupa Roy,Smriti Biswas,True
Daaku,1975,,"Action, Thriller",5.6,8.0,Basu Bhattacharya,Kabir Bedi,Bindu,Amrish Puri,True
Daaku Dilruba,2000,,Action,,,William Hunt,Willy,Mohan Joshi,Satnam Kaur,True
Daaku Rani,1986,,Action,,,Madhavi,Vijayalalitha,,,True
Daal Me Kala,1964,128.0,"Comedy, Drama",6.0,21.0,Satyen Bose,Nimmi,Kishore Kumar,Abhi Bhattacharya,False
Daal Mein Kuch Kaala Hai,2012,130.0,Comedy,3.9,75.0,Anand Balraj,Anand Balraj,Sudesh Berry,Kishore Anand Bhanushali,False
Daamadji,2005,,Comedy,,,Bobby Singh,Booy Sanjeev Singh,Gauri Shankar,Manoj Tiwari,True
Daaman Aur Aag,1973,,"Drama, Romance",6.0,6.0,Vinod Kumar,Sanjay Khan,Saira Banu,Balraj Sahni,True
Daan Dahej,1978,,Drama,,,,,,,True
Daanveer,1996,,"Action, Crime, Drama",3.6,17.0,T.L.V. Prasad,Vikas Anand,Anusha,Asrani,True
Daanveer Karna,1964,,"Action, Drama, History",,,B. Ramakrishnaiah Panthulu,S.A. Ashokan,Devika,Shivaji Ganesan,True
Daas,2005,163.0,"Action, Romance",3.1,115.0,Babu Yogeswaran,Vadivelu,Fefsi Vijayan,Krishna Ghattamaneni,False
Daas Dev,2018,140.0,"Drama, Thriller",5.1,257.0,Sudhir Mishra,Yogesh Raj Mishra,Rahul Bhatt,Richa Chadha,False
Daasi,1944,,,,,Hiren Bose,,,,True
Daasi,1981,,"Drama, Romance",5.0,32.0,Raj Khosla,Sanjeev Kumar,Rekha,Moushumi Chatterjee,True
Daasi,2002,,Drama,,,,,,,True
Daasi Ya Maa,1946,,,,,Shaukat Hussain Rizvi,,,,True
Daata,1989,,"Action, Drama",5.4,73.0,Sultan Ahmed,Tom Alter,Shoma Anand,Arun Bakshi,True
Daava,1997,145.0,"Action, Drama, Romance",4.5,571.0,Sunil Agnihotri,Naseeruddin Shah,Akshay Kumar,Raveena Tandon,False
Daawat-e-Biryani,2019,89.0,Drama,7.1,22.0,Aditi Roy,Jayant Kripalani,Sauraseni Maitra,Suhasini Mulay,False
Daawat-e-Ishq,2014,118.0,"Comedy, Drama, Romance",6.1,5500.0,Habib Faisal,Aditya Roy Kapoor,Parineeti Chopra,Anupam Kher,False
Daayan,1998,,Horror,4.4,10.0,D.S. Azad,Sanjeeva Affrin,Satyendra Kapoor,Shakti Kapoor,True
Daayen,1997,,Horror,,,Jagdish Gautam,Rita Bhaduri,Jagdeep,Javed Khan,True
Daayen Ya Baayen,2010,115.0,"Comedy, Drama, Family",6.3,146.0,Bela Negi,Deepak Dobriyal,Manav Kaul,Badrul Islam,False
Dabang Sarkar,2018,,Action,4.2,18.0,Yogesh Raj Mishra,Akanksha Awasthi,C P Bhatt,Samarth Chaturvedi,True
Dabangg,2010,126.0,"Action, Comedy, Crime",6.2,30194.0,Abhinav Kashyap,Salman Khan,Sonakshi Sinha,Sonu Sood,False
Dabangg 2,2012,120.0,"Action, Comedy, Crime",4.8,16920.0,Arbaaz Khan,Salman Khan,Sonakshi Sinha,Prakash Raj,False
Dabangg 3,2019,160.0,"Action, Comedy, Crime",3.0,15817.0,Prabhu Deva,Salman Khan,Sudeep,Sonakshi Sinha,False
Dabdaba,2003,,Crime,,,Shyam Sonie,Pinky Chinoy,Pooja Dadwal,Veena Kapoor,True
Dacait,1987,158.0,"Action, Drama",6.5,270.0,Rahul Rawail,Rakhee Gulzar,Sunny Deol,Meenakshi Sheshadri,False
Dacait,2000,,Action,5.1,9.0,Jitendra Chawda,Ishrat Ali,Dharmendra,Mohan Joshi,True
Dacait Queen,1999,,Action,,,Kanti Shah,,,,True
"Dad, I am Watching you",2016,132.0,"Comedy, Family",,,Ravi Sadasivuni,,,,False
Dada,1966,,"Action, Crime, Thriller",,,Kedar Kapoor,Dara Singh,Saveeta,Sudhir,True
Dada,1979,137.0,"Action, Drama, Family",5.0,24.0,Jugal Kishore,Vinod Mehra,Bindiya Goswami,Jeevan,False
Dada,1949,,,,,Harish,Shyam,Munawwar Sultana,Sheikh Mukhtar,True
Dada,1999,133.0,Action,4.8,30.0,T.L.V. Prasad,Ishrat Ali,Arjun,Mithun Chakraborty,False
Dada Lakhmi Chand,2021,,Biography,,,Yashpal Sharma,Yashpal Sharma,,,True
Dadagiri,1987,,"Action, Crime, Drama",5.5,51.0,Deepak S. Shivdasani,Rati Agnihotri,Rakesh Bedi,Mohan Choti,True
Dadar Kirti,1980,154.0,"Comedy, Drama",7.2,191.0,Tarun Majumdar,Tapas Pal,Ayan Banerjee,Mahua Roy Chowdhury,False
Daddy,2017,134.0,"Action, Biography, Crime",6.4,1886.0,Ashim Ahluwalia,Arjun Rampal,Aishwarya Rajesh,Nishikant Kamat,False
Daddy Cool: Join the Fun,2009,102.0,"Comedy, Drama",3.8,362.0,K. Muralimohana Rao,Sunil Shetty,Aarti Chhabria,Aashish Chaudhary,False
Daddy's Daughter,2017,97.0,Drama,7.7,40.0,Abhimanyu Chauhan,Mithilesh Chaturvedi,Farheen Khan,Garima Rastogi,False
Dadon Ka Dada,1980,,Action,,,K. Amarnath,Kalpana Iyer,Kamal Kapoor,Amjad Khan,True
Dafaa 302: Indian Penal Code Section 302 (Section of Murder),1975,118.0,"Drama, Mystery",4.9,7.0,K. Shrivastava,Randhir Kapoor,Rekha,Ajit,False
Dafan,2001,,Horror,,,Jitendra Chawda,Amit Pachori,Satnam Kaur,Prithvi,True
Daftar,2016,,,,,Goswami Anurag,,,,True
Dagabaaz,1970,136.0,Action,,,Shiv Kumar,Dev Kumar,Jayshree Gadkar,Helen,False
Dagabaaz Dost,1947,,,,,S.M. Ibrahim,,,,True
Dagabaaz Duniya,1936,,,,,,,,,True
"Dagabaz, Ashiq",1932,,,,,Pesi Karani,Elizer,Hadi,Jamshedji,True
Dagadi Chaawl,2015,120.0,"Action, Crime, Drama",6.2,180.0,Chandrakant Kanse,Ankush Chaudhari,Makrand Deshpande,Pooja Sawant,False
Dahan,1998,145.0,Drama,7.4,285.0,Rituparno Ghosh,Shakuntala Barua,Chandni,Abhishek Chatterjee,False
Dahej,1950,149.0,Drama,6.3,15.0,Shantaram Rajaram Vankudre,Mumtaz Begum,Karan Dewan,Jayashree,False
Dahej,1981,,Drama,,,Mumtaz Begum,Nazir Hussain,Jeevan,Daljit Kaur,True
Dahek: A Burning Passion,1999,155.0,"Drama, Romance, Thriller",5.5,189.0,Lateef Binny,Sonali Bendre,Danny Denzongpa,Anang Desai,False
Dahek: A Restless Mind,2007,,"Crime, Drama, Romance",5.9,14.0,Aroop Adhikari,Sharad S. Kapoor,Amit Khaladkar,Rajit Kapoor,True
Dahleez,1986,161.0,"Action, Drama",5.3,50.0,Ravi Chopra,Jackie Shroff,Raj Babbar,Meenakshi Sheshadri,False
Dahshat,1981,,Horror,5.7,58.0,Shyam Ramsay,Tulsi Ramsay,Navin Nischol,Sarika,True
Dahshat,2000,,Thriller,,,Sailesh Konchady,Vrajesh Hirjee,Adi Irani,Mohan Joshi,True
Daisy,1988,,Drama,7.1,76.0,Prathap Pothen,Harish,Sohniya,Sonia,True
Dak Babu,1954,124.0,"Drama, Family",,,Lekhraj Bhakri,Talat Mahmood,Nadira,Kuldip Kaur,False
Dak Bangla,1987,,Horror,5.2,72.0,Keshu Ramsay,Aaloka,Bhakti Bhansali,Leena Das,True
Dak Bangla,1947,,"Drama, Family",,,M. Sadiq,Wasti,Suraiya,Gope,True
Dak Bangla,1974,,Drama,,,Girish Ranjan,Simi Garewal,Iftekhar,Prabhat Kumar,True
Dak Ghar,1965,,Drama,,,Zul Vellani,Mukri,Sachin Pilgaonkar,Balraj Sahni,True
Dakka,2007,138.0,"Action, Drama",,,Dinesh Chaudhary,Neelam Choudhary,Uttar Kumar,Raju Maan,False
Dakshayajna,1934,,,,,Jyotish Bannerjee,Dhiraj Bhattacharya,Tulsi Chakraborty,Ahindra Choudhury,True
Dakshina Haryana,1972,,Documentary,,,Santi P. Choudhury,,,,True
Daku,1955,,,6.8,6.0,Aspi Irani,Maya Dass,Anwar Hussain,Shammi Kapoor,True
Daku Aur Bhagwan,1975,,Drama,,,Dhirubhai Desai,Indira Bansal,Master Bhagwan,Mohan Choti,True
Daku Aur Jawan,1978,,Action,5.4,15.0,Sunil Dutt,Sunil Dutt,Reena Roy,Vinod Khanna,True
Daku Aur Mahatma,1977,127.0,"Action, Drama",4.7,7.0,Ravikant Nagaich,Rajendra Kumar,Reena Roy,Kabir Bedi,False
Daku Aur Police,1992,,,,,Johny Bakshi,Salma Agha,Brando Bakshi,Kabir Bedi,True
Daku Bhairav Singh,2001,,Action,,,Pappu Sharma,Rajni Chandra,Dharmendra,Brij Gopal,True
Daku Bhupat,1960,,Action,,,Anjali Devi,T. Kirshna Kumari,N.T. Rama Rao,,True
Daku Bijlee,1986,,Action,,,Puneet Issar,Shakti Kapoor,Kader Khan,Kaajal Kiran,True
Daku Chandi Rani,1987,,Action,,,P C Reddy,Kavita,Suman,,True
Daku Ganga Jamuna,2000,93.0,"Action, Adventure, Crime",3.9,7.0,Kanti Shah,Sapna Sappu,Amit Pachori,Durgesh Nandini,False
Daku Hasina,1987,,"Action, Drama",5.5,31.0,Ashok Roy,Zeenat Aman,Rajinikanth,Pradeep Kumar,True
Daku Hindustani,2001,,Action,,,,,,,True
Daku Ka Ladka,1935,,,,,Charu Roy,Anwari,,,True
Daku Kali Bhawani,2000,120.0,Action,3.8,5.0,S.R. Pratap,Dharmendra,Milind Gunaji,Mohan Joshi,False
Daku Ki Ladki,1933,,,,,Moti B. Gidwani,Dinshaw Bilimoria,Ruby Mayer,Hadi,True
Daku Ki Ladki,1954,,"Action, Drama",,,Arjun,Arjun Bakshi,Geeta Bali,Cuckoo,True
Daku Maharani,2000,105.0,Action,,,Teerat Singh,Ramesh Goyal,Satnam Kaur,Ali Khan,False
Daku Mangal Singh,1966,,"Action, Drama",6.4,10.0,Chand,Dara Singh,Mumtaz,Prithviraj Kapoor,True
Daku Mansingh,1971,,"Action, Crime",,,Babubhai Mistry,Jeevan,Shyam Kumar,Sheikh Mukhtar,True
Daku Mansoor,1961,,Action,,,Kuldeep Sharma,Amarnath,Amir Banu,Uma Dutt,True
Daku Munni Bai,1991,,Action,7.5,33.0,Mohan Babu,Jayasudha,Vijayalalitha,,True
Daku Raja,1987,,Action,,,Kodanda Rami Reddy A.,Chiranjeevi,Radha,Silk Smitha,True
Daku Ramkali,2000,134.0,"Adventure, Drama, Musical",5.0,17.0,Kanti Shah,Sapna Sappu,Jay Thakur,Rajesh Vivek,False
Daku Rani,2000,106.0,Action,,,Ramesh U. Lakhiani,Kiran Kumar,Anil Nagrath,Durgesh Nandini,False
Daku Rani Champa Bai,2000,,Action,,,Mahesh,Jayendra Mehta,Raza Murad,Sagar,True
Daku Rani Talwarwali,1987,,Action,,,Suresh Kumar,K.R. Vijaya,,,True
Daku Ravi Himmatwali,1984,130.0,"Action, Adventure, Crime",,,K.S. Rami Reddy,Jeeva,Kavitha,Jyothi Lakshmi,False
Daku Sultana,2000,82.0,Action,,,Kishan Shah,Brij Gopal,Shakti Kapoor,Satnam Kaur,False
Dal: The Gang,2001,,Action,4.9,7.0,Vicky Ranawat,Ishrat Ali,Sadashiv Amrapurkar,Rajesh Bakshi,True
Dalaal,1993,160.0,"Action, Drama",4.9,105.0,Partho Ghosh,Mithun Chakraborty,Ayesha Jhulka,Ravi Behl,False
Dalaal No.1,2000,,"Action, Crime, Drama",,,Anil Dhanda,Hyder Ali,Rajni Chandra,Shakti Kapoor,True
Dalit Kusum,1936,,,,,Khatun,,,,True
Dam Maro Dam,1980,,Thriller,,,Vijay Bhatt,Jalal Agha,Ajit,Vijay Arora,True
Dam999,2011,108.0,"Adventure, Drama, Sci-Fi",3.3,980.0,Sohan Roy,Vinay Rai,Joshua Fredric Smith,Megha Burman,False
Damaad,1951,,Comedy,,,Brij Rani,Master Bhagwan,Krishna Kumari,A. Shah Shikarpuri,True
Damaad,1978,110.0,Comedy,7.0,52.0,Rajat Rakshit,Amol Palekar,Ranjeeta Kaur,Ashok Saraf,False
Damad Chahiye,1985,,Comedy,,,Benjamin Gilani,Priyadarshini,Madan Puri,,True
Damadamm!,2011,122.0,"Comedy, Drama, Romance",4.0,406.0,Swapna Joshi,Himesh Reshammiya,Sonal Sehgal,Purbi Joshi,False
Daman,1951,,"Drama, Family",,,Nanabhai Bhatt,Ajit,Nigar Sultana,Pran,True
Daman: A Victim of Marital Violence,2001,,Drama,5.5,88.0,Kalpana Lajmi,Raveena Tandon,Sayaji Shinde,Sanjay Suri,True
Damini,1993,175.0,"Crime, Drama",7.8,3185.0,Rajkumar Santoshi,Meenakshi Sheshadri,Rishi Kapoor,Sunny Deol,False
Dammunnodu,2010,,"Action, Crime, Drama",,,B.V.V. Chowdhary,Richard Rishi,Sowmya,Aarti Puri,True
Damned Graveyard,2021,,Horror,,,Sanjeev Kumar Rajput,Kurush Deboo,Anju Jadhav,Zuber K. Khan,True
Dampati,1976,115.0,Drama,,,Anil Ghosh,Mala Sinha,Ranjit Mallick,Partho Mukerjee,False
Damul,1985,106.0,Drama,6.7,127.0,Prakash Jha,Manohar Singh,Annu Kapoor,Sreela Majumdar,False
Dana Paani,1953,,,,,V.M. Vyas,Bharat Bhushan,Meena Kumari,,True
Dana Paani,1989,,"Action, Crime, Drama",4.9,19.0,Deven Verma,Mithun Chakraborty,Padmini Kolhapure,Nirupa Roy,True
Danav,2003,,"Action, Romance",4.7,12.0,Makrand Deshpande,Sonali Kulkarni,Aryan Vaid,Sayaji Shinde,True
Dance Dance,1987,153.0,"Action, Drama, Musical",6.1,267.0,Babbar Subhash,Mithun Chakraborty,Smita Patil,Mandakini,False
Dance Dosti Aur Ishqool,2015,,Romance,,,Raju Soni,Nayan Bhatt,Samarth Chaturvedi,Ramesh Goyal,True
Dance of the Wind,1997,85.0,"Drama, Music",6.6,128.0,Rajan Khosa,Ami Arora,Roshan Bano,Kitu Gidwani,False
Dance Party,1995,124.0,"Family, Music, Romance",2.6,25.0,Deepak Balraj Vij,Raman Trikha,Raymon Singh,Aartii Naagpal,False
Dancer,1991,150.0,"Action, Drama, Musical",3.9,613.0,Kishore Vyas,Akshay Kumar,Kirti Singh,Mohnish Bahl,False
Dancing City,1986,,Romance,,,,,,,True
Dancing Daughters,2021,90.0,Documentary,,,Dinkar Rao,,,,False
Dancing Pandavs,2013,72.0,"Documentary, History",,,Sudheer Gupta,,,,False
Dand Nayak,1998,153.0,Action,3.7,24.0,Sikander Bharti,Arjun,Arun Bakshi,Arun Bali,False
Danga,2008,,Action,,,Shakil. S. Saifee,,,,True
Danga Fasaad,1990,,Action,,,Sunil Agnihotri,Ishrat Ali,Karishma,Amjad Khan,True
Dangal,2016,161.0,"Action, Biography, Drama",8.4,165074.0,Nitesh Tiwari,Aamir Khan,Sakshi Tanwar,Fatima Sana Shaikh,False
Dangebaaz,2015,,Drama,,,Razul Alam,Ramesh Juglan,Bharat Kapoor,Neha Kapoor,True
Danger,2005,,Action,4.7,6.0,Allari Naresh,Satya Prakash,Aahuthi Prasad,Sai Ram Shankar,True
Danger,2002,,"Crime, Drama, Thriller",6.8,53.0,Govind Menon,Ashutosh Rana,Tara Deshpande,Jas Arora,True
Danger,2018,,"Horror, Thriller",,,Faisal Saif,Asif Basra,Sony Charishta,Faisal Khan,True
Danger Signal,1937,,,,,K. Amarnath,,,,True
Dangerous,2021,,"Action, Romance, Thriller",,,Ram Gopal Varma,Rajpal Yadav,Naina Ganguly,Apsara Rani,True
Dangerous Ishq,2012,130.0,"Fantasy, Mystery, Romance",3.9,847.0,Vikram Bhatt,Karisma Kapoor,Rajniesh Duggall,Divya Dutta,False
Dangerous Night,2003,93.0,Horror,,,Munir Khan,Sapna Sappu,Amit Pachori,Rani Sinha,False
Dank,2019,108.0,"Horror, Thriller",5.7,19.0,Pushkar Manohar,Sharad Ponkshe,Smita Shewale,Ananda Karekar,False
Danka,1954,,,,,Jagatrai Pesumal Advani,Amarnath,Hiralal,Nimmi,True
Danka,1969,,Action,,,Baldev R. Jhingan,Balwant Bansal,Bela Bose,Hiralal,True
Dansh,2005,103.0,Drama,7.0,65.0,Kamika Verma,Kanika Verma,Kay Kay Menon,Sonali Kulkarni,False
Dansh,2018,85.0,Drama,8.3,9.0,Balmukund Tripathi,Abhishek Brahmachari,Ajay Dubey,Harsh Gupta,False
Dao Pe Dao,1980,,Action,,,Vijaya Nirmala,Krishna Ghattamaneni,Vijayshanti,,True
Daraar,1996,105.0,"Action, Drama, Romance",5.4,506.0,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Rishi Kapoor,Juhi Chawla,False
Daraar,1987,,Action,2.6,13.0,Raj Bharat,Amala Akkineni,Raj Babbar,Kiran Kumar,True
Darar,1972,,Drama,,,Ved Rahi,Lata Arora,Birbal,Baldev Khosa,True
Darasingh: Ironman,1964,,"Action, Adventure, Drama",5.6,10.0,Kedar Kapoor,Dara Singh,Nishi,Jeevan,True
Darawani Haveli,1997,,Horror,,,Anil Dhawan,Goga Kapoor,Anjan Srivastav,,True
Darbaan,2020,145.0,Drama,7.5,727.0,Bipin Nadkarni,Sharib Hashmi,Sharad Kelkar,Mukesh Ramani,False
Darbar,1955,,Fantasy,,,Nanubhai Vakil,Chitra,Mahipal,Niranjan Sharma,True
Darbar,2020,159.0,"Action, Thriller",6.1,5175.0,A.R. Murugadoss,Rajinikanth,Nayanthara,Nivetha Thomas,False
Dard,1947,,"Drama, Family, Musical",6.3,15.0,Abdul Rashid Kardar,Shyam Kumar,Nusrat,Munawar Sultana,True
Dard (Conflict of Emotions),1981,,"Drama, Crime, Family",7.2,64.0,Ambrish Sangal,Rajesh Khanna,Hema Malini,Poonam Dhillon,True
Dard Ka Rishta,1982,152.0,Drama,7.0,64.0,Sunil Dutt,Sunil Dutt,Reena Roy,Smita Patil,False
Dard Ki Awaaz,1990,,Drama,,,Aparajita,Deepika Chikhalia,Sanjay Jog,Sujit Kumar,True
Darde Ulfat,1935,,,,,Dhirubhai Desai,Hiralal,Iqbal,,True
Dard-E-Dil,1934,,,,,Mohan Dayaram Bhavnani,Moti Jhangiani,Bhudo Advani,Ameena,True
Dard-E-Dil,1953,,"Drama, Romance",,,Nitin Bose,Nimmi,Prem Nath,Nawab,True
Dard-E-Dil,1983,,"Action, Romance",6.7,13.0,Suraj Prakash,Mukesh Khanna,Zarina Wahab,Shashikala,True
Dare You,2016,,"Drama, Thriller",,,Denis Selarka,Mehul Simaria,Alisha Khan,Sachin Nayak,True
Darinda,1977,,Action,5.9,23.0,Kaushal Bharati,Khausal Bharti,Sunil Dutt,Parveen Babi,True
Darinda,2005,76.0,Horror,5.2,8.0,Kanti Shah,Anil Nagrath,Sapna Sappu,Vinod Tripathi,False
Darinda,1992,,Action,,,Jagapathi Babu,Bhanuchander,Kaveri,,True
Dariya Dil,1988,146.0,Drama,5.1,191.0,K. Ravi Shankar,Govinda,Kimi Katkar,Roshni,False
Dark Night,2001,,Thriller,,,Mahmood Khan,Biswajit Chatterjee,Ramesh Goyal,Jay Kalgutkar,True
Dark Rainbow- Directed by Abhik Bhanu,2014,,Romance,,,Abhik Bhanu,Mayur Mehta,Sara Khan,Pramod Moutho,True
Dark Street,1961,,Action,,,Naresh Saigal,Iftekhar,Amirbai Karnataki,Anoop Kumar,True
Darklight,2019,113.0,Drama,6.5,8.0,Mayur Hardas,Chandni,Raj Arjun,Ishan Chavan,False
Darkness at Noon,1993,52.0,Documentary,,,Vaseem Ahmed Dehlvi,Himani Dehlvi,,,False
Darkness Visible,2019,107.0,Thriller,5.6,329.0,Neil Biswas,Seema Biswas,Sayani Gupta,Sal�me Gunnarsd�ttir,False
Darling,2007,128.0,"Drama, Horror, Romance",3.8,589.0,Ram Gopal Varma,Fardeen Khan,Esha Deol,Isha Koppikar,False
Darling Darling,1977,,Romance,6.8,34.0,Gogi Anand,Dev Anand,Zeenat Aman,Nadira,True
Darlings,2021,,Drama,,,Jasmeet K Reen,Alia Bhatt,Shefali Shah,Vijay Varma,True
Darmiyaan: In Between,1997,128.0,Drama,7.2,62.0,Kalpana Lajmi,Kirron Kher,Arif Zakaria,Tabu,False
Darna Mana Hai,2003,121.0,Horror,6.3,3207.0,Prawaal Raman,Saif Ali Khan,Sameera Reddy,Vivek Oberoi,False
Darna Zaroori Hai,2006,108.0,Horror,5.4,1962.0,J.D. Chakravarthi,Manish Gupta,Sajid Khan,Jijy Philip,False
Darogaji,1949,123.0,"Crime, Drama, Romance",7.7,9.0,Akhtar Hussein,Nargis,Paidi Jairaj,Rashid Khan,False
Darpan,1941,,,,,A.H. Essa,,,,True
Darpan,1970,140.0,"Drama, Family",7.1,37.0,Adurthi Subba Rao,Sunil Dutt,Waheeda Rehman,Sonia Sahni,False
Darpan,1949,,Family,,,Noor Mohammad Charlie,,,,True
Darr,1993,178.0,"Action, Drama, Romance",7.8,22635.0,Yash Chopra,Juhi Chawla,Sunny Deol,Shah Rukh Khan,False
Darr @ the Mall,2014,124.0,"Horror, Thriller",4.9,936.0,Pawan Kripalani,Jimmy Sheirgill,Nushrat Bharucha,Arif Zakaria,False
Darr Ke Aage Jeet Hai,2014,,,,,Susheel Gajwani,Shekhar Bhosle,Snehal Dalvi,Gyan Narsinghani,True
Darshan,1941,,,7.0,8.0,Chimanlal Luhar,Prem Adib,Jyoti,Bhudo Advani,True
Darwaza,1954,,"Drama, Family",,,Shaheed Latif,Shekhar,Shyama,Nasir Hussain,True
Darwaza,1978,117.0,Horror,6.0,89.0,Shyam Ramsay,Tulsi Ramsay,Anil Dhawan,Shyamalee,False
Darwaza,2002,84.0,Horror,4.3,50.0,Kanti Shah,Arun Mathur,Anil Nagrath,Amit Pachori,False
Darwaza Bandh Rakho,2006,106.0,"Comedy, Crime, Drama",5.3,337.0,J.D. Chakravarthi,Ishrat Ali,Abhay Bhargava,Snehal Dabi,False
Das Baje,1942,144.0,Drama,,,Raja Nene,Urmila,Paresh Bannerjee,Manajirao,False
Das Capital Gulamon Ki Rajdhani,2020,,Drama,7.1,28.0,Rajan Kothari,Dayal Nihalani,Yashpal Sharma,Pratibha Sharma,True
Dasavtaar,1951,,,,,Jayant Desai,Jeevan,Trilok Kapoor,Nirupa Roy,True
Dashamaa Ki Mahima,2000,,Drama,,,Kiran Acharaya,Chandan Rathod,,,True
Dashavatar,2008,119.0,"Animation, Family",6.4,110.0,Bhavik Thakore,Vinay Apte,Kenneth Desai,Rupali Ganguly,False
Dashera,1956,,Fantasy,,,Chaturbhuj Doshi,Daisy Irani,Jagdish Kanwal,Shahu Modak,True
Dasi,1944,,Drama,,,Hiren Bose,Ragni,Najam,Gani,True
Dassehra,1956,,Fantasy,,,Chaturbhuj Doshi,Nirupa Roy,,,True
Dassehra,2018,131.0,"Action, Thriller",3.8,316.0,Manish Vatssalya,Saurabh Choudhary,Neil Nitin Mukesh,Tina Desai,False
Dastaan,1972,173.0,"Comedy, Drama, Thriller",6.9,122.0,B.R. Chopra,Dilip Kumar,Sharmila Tagore,Prem Chopra,False
Dastaan E Kashmir,1973,,Romance,,,B.L. Chopra,Shashikala,Vijayalaxmi,,True
Dastak,1996,141.0,"Drama, Romance",4.7,293.0,Mahesh Bhatt,Sushmita Sen,Mukul Dev,Sharad S. Kapoor,False
Dastak,1970,145.0,Drama,7.1,122.0,Rajinder Singh Bedi,Sanjeev Kumar,Rehana Sultan,Shakeela Bano Bhopali,False
